filmoId,nomId
2377,23681
2378,55114
2379,28888
2380,23681
2381,17167
2382,42460
2383,32693
2384,16412
2385,53043
2386,33352
2387,2115
2388,55904
2389,43249
2390,43485
2391,55596
2392,19271
2393,43928
2394,16036
2395,12248
2396,36160
2397,12366
2965,34912
2966,5773
2967,10279
2968,56982
2969,20746
2970,28346
2971,42960
2972,13382
2973,16385
2974,37045
2975,28874
2976,47802
2977,28660
2978,3284
2979,41580
2980,33233
2981,14742
2982,10056
2983,55296
2984,5327
2985,28540
2986,7076
1826,17564
1827,43120
1828,149047
1829,34076
1830,16441
1832,18044
1833,38157
1833,39072
1834,41280
1835,23245
1836,31221
1838,47753
1839,5644
1839,14140
1839,51932
1840,25883
1841,53014
1842,49296
1843,24086
1844,42504
1845,27831
1846,21022
1847,39512
1848,7333
1848,21173
1848,23259
1848,50496
1848,73916
1849,23424
2565,19197
2566,19197
2567,48281
2568,4496
2569,12073
2570,48010
2571,14525
2572,248
2573,248
2574,24234
2575,23424
2576,10593
2577,16635
2578,46366
2579,12880
2580,4549
2581,46830
2582,3435
2583,5773
2584,41972
2585,48169
2586,9470
2587,5164
2588,7843
2589,694
2590,12454
2591,32896
2592,42910
2593,8133
2594,37373
2595,44811
2596,23477
2597,51748
2598,53301
2599,41800
2600,1116
2601,1194
2601,17225
2601,23166
2601,36705
2601,49391
2602,26806
2603,39936
2604,38051
2605,13382
2606,46365
2607,10172
2608,30892
2609,44811
2610,25361
2611,33641
2612,10593
2613,17451
2614,24376
2615,126
2616,39763
2616,44837
